,date,link,speaker,tag,time duration,title,view
1308,2014-12-11,https://www.ted.com/talks/catherine_crump_the_small_and_surprisingly_dangerous_detail_the_police_track_about_you,Catherine Crump,"['TED Fellows', 'data', 'privacy', 'surveillance']", 5:54,The small and surprisingly dangerous detail the police track about you,1999364
1309,2019-04-01,https://www.ted.com/talks/leslie_kenna_the_brilliance_of_bioluminescence,Leslie Kenna,"['animals', 'fish', 'animation', 'TED-Ed', 'science', 'evolution', 'oceans', 'biology', 'invention', 'innovation', 'technology']", 3:54,The brilliance of bioluminescence,1998833
1310,2019-12-04,https://www.ted.com/talks/kelsey_johnson_the_problem_of_light_pollution_and_5_ridiculously_easy_ways_to_fix_it,Kelsey Johnson,"['astronomy', 'science', 'universe', 'nature', 'cosmos', 'space', 'pollution']",13:28,The problem of light pollution — and 5 ridiculously easy ways to fix it,1998289
1311,2019-09-27,https://www.ted.com/talks/antonio_garcia_vicente_porque_le_enseno_a_ninos_como_yo_a_programar,Antonio Garcia Vicente,"['technology', 'code', 'youth', 'programming', 'education']",14:45,Porque le enseño a niños como yo a programar,1998177
1312,2008-06-10,https://www.ted.com/talks/wade_davis_the_worldwide_web_of_belief_and_ritual,Wade Davis,"['anthropology', 'beauty', 'culture', 'faith', 'global issues', 'photography', 'religion', 'indigenous peoples']",19:12,The worldwide web of belief and ritual,1997369
1313,2019-10-15,https://www.ted.com/talks/luis_h_zayas_the_psychological_impact_of_child_separation_at_the_us_mexico_border,Luis H. Zayas,"['immigration', 'children', 'refugees', 'psychology', 'society', 'community', 'social change', 'politics', 'government', 'humanity', 'United States', 'history']",14:49,The psychological impact of child separation at the US-Mexico border,1994830
1314,,https://www.ted.com/talks/fabio_pacucci_hawking_s_black_hole_paradox_explained,Fabio Pacucci,[], 5:20,Hawking's black hole paradox explained,
1315,2015-08-17,https://www.ted.com/talks/alix_generous_how_i_learned_to_communicate_my_inner_life_with_asperger_s,Alix Generous,"['Autism spectrum disorder', 'communication', 'empathy', 'neuroscience', 'science', 'mental health', 'sleep', 'social change', 'identity']",10:26,How I learned to communicate my inner life with Asperger's,1993861
1316,2008-03-24,https://www.ted.com/talks/christopher_decharms_a_look_inside_the_brain_in_real_time,Christopher deCharms,"['biology', 'brain', 'business', 'demo', 'medicine', 'science', 'technology', 'visualizations']", 4:02,A look inside the brain in real time,1992231
1317,2009-03-09,https://www.ted.com/talks/don_norman_3_ways_good_design_makes_you_happy,Don Norman,"['creativity', 'design', 'happiness']",12:41,3 ways good design makes you happy,1991754
1318,2019-07-25,https://www.ted.com/talks/tshering_tobgay_an_urgent_call_to_protect_the_world_s_third_pole,Tshering Tobgay,"['environment', 'nature', 'sustainability', 'government', 'climate change', 'Anthropocene', 'politics', 'collaboration', 'glacier', 'conservation', 'Asia']",14:33,"An urgent call to protect the world's ""Third Pole""",1991428
1319,2016-10-28,https://www.ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat,Kelli Jean Drinkwater,"['activism', 'art', 'beauty', 'creativity', 'culture', 'fear', 'humanity', 'obesity', 'identity', 'performance art', 'photography', 'social change', 'self', 'society', 'TEDx']",12:20,Enough with the fear of fat,1991391
1320,2010-06-03,https://www.ted.com/talks/brian_cox_why_we_need_the_explorers,Brian Cox,"['curiosity', 'economics', 'global issues', 'innovation', 'physics', 'science', 'space']",16:29,Why we need the explorers,1990080
1321,2020-04-14,https://www.ted.com/talks/george_zaidan_the_bug_that_poops_candy,George Zaidan,"['education', 'TED-Ed', 'animation', 'insects', 'biology', 'plants', 'nature', 'food']", 4:23,The bug that poops candy,1989163
1322,2015-04-08,https://www.ted.com/talks/dan_ariely_how_equal_do_we_want_the_world_to_be_you_d_be_surprised,Dan Ariely,"['behavioral economics', 'economics', 'inequality', 'psychology']", 8:53,How equal do we want the world to be? You'd be surprised,1988608
1323,2020-06-18,https://www.ted.com/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it,Jennifer L. Eberhardt,"['activism', 'race', 'inequality', 'psychology', 'identity', 'social change', 'society']",14:17,How racial bias works — and how to disrupt it,1988346
1324,,https://www.ted.com/talks/claire_wardle_how_you_can_help_transform_the_internet_into_a_place_of_trust,Claire Wardle,[],12:11,How you can help transform the internet into a place of trust,
1325,2018-03-15,https://www.ted.com/talks/isabel_wilkerson_the_great_migration_and_the_power_of_a_single_decision,Isabel Wilkerson,"['United States', 'history', 'Slavery', 'identity', 'inequality', 'social change', 'race', 'society']",17:55,The Great Migration and the power of a single decision,1986644
1326,2013-02-06,https://www.ted.com/talks/cesar_kuriyama_one_second_every_day,Cesar Kuriyama,"['art', 'film', 'life', 'memory', 'online video']", 8:02,One second every day,1986230
1327,2018-02-16,https://www.ted.com/talks/tanya_menon_the_secret_to_great_opportunities_the_person_you_haven_t_met_yet,Tanya Menon,"['TEDx', 'collaboration', 'communication', 'community', 'relationships', 'personal growth']",14:06,The secret to great opportunities? The person you haven't met yet,1986136
1328,2019-08-21,https://www.ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail,Jon Lowenstein,"['photography', 'immigration', 'violence', 'activism', 'human rights', 'society', 'humanity', 'social change', 'TED Fellows']",13:51,"Family, hope and resilience on the migrant trail",1985458
1329,2019-02-06,https://www.ted.com/talks/danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential,Danielle R. Moss,"['education', 'children', 'personal growth', 'motivation', 'success', 'potential']",12:58,"How we can help the ""forgotten middle"" reach their full potential",1983677
1330,2019-10-17,https://www.ted.com/talks/alasdair_harris_how_a_handful_of_fishing_villages_sparked_a_marine_conservation_revolution,Alasdair Harris,"['conservation', 'fish', 'oceans', 'environment', 'climate change', 'nature', 'sustainability', 'TED Fellows']",11:49,How a handful of fishing villages sparked a marine conservation revolution,1983422
1331,2020-04-08,https://www.ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage,Jeannie Suk Gersen,"['relationships', 'love', 'empathy', 'communication', 'humanity', 'family', 'collaboration']",10:50,How understanding divorce can help your marriage,1983134
1332,2020-05-13,https://www.ted.com/talks/darria_long_an_er_doctor_on_triaging_your_crazy_busy_life,Darria Long,"['personal growth', 'life', 'psychology', 'family', 'work-life balance', 'TEDx']",11:43,"An ER doctor on triaging your ""crazy busy"" life",1980202
1333,2014-05-23,https://www.ted.com/talks/wes_moore_how_to_talk_to_veterans_about_war,Wes Moore,"['peace', 'war', 'PTSD', 'communication', 'military']",14:27,How to talk to veterans about war,1979511
1334,2017-03-24,https://www.ted.com/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic,Mona Chalabi,"['communication', 'data', 'journalism', 'math', 'social change', 'society', 'statistics', 'visualizations', 'storytelling', 'art', 'TEDNYC']",11:45,3 ways to spot a bad statistic,1978948
1335,2008-06-15,https://www.ted.com/talks/chris_jordan_turning_powerful_stats_into_art,Chris Jordan,"['art', 'beauty', 'business', 'culture', 'photography', 'plastic', 'statistics']",11:14,Turning powerful stats into art,1978373
1336,2019-07-11,https://www.ted.com/talks/amy_padnani_how_we_re_honoring_people_overlooked_by_history,Amy Padnani,"['history', 'women', 'inequality', 'society', 'gender equality', 'media', 'social change', 'race', 'culture']",11:00,How we're honoring people overlooked by history,1978181
1337,2019-12-02,https://www.ted.com/talks/heidi_boisvert_how_i_m_using_biological_data_to_tell_better_stories_and_spark_social_change,Heidi Boisvert,"['media', 'society', 'AI', 'science', 'machine learning', 'empathy', 'social change', 'TED Residency']", 7:49,How I'm using biological data to tell better stories — and spark social change,1976618
1338,2014-09-15,https://www.ted.com/talks/rishi_manchanda_what_makes_us_get_sick_look_upstream,Rishi Manchanda,"['health', 'health care']",18:13,What makes us get sick? Look upstream,1975413
1339,2007-04-05,https://www.ted.com/talks/james_watson_how_we_discovered_dna,James Watson,"['DNA', 'culture', 'genetics', 'history', 'invention', 'science', 'storytelling', 'technology']",20:11,How we discovered DNA,1974265
1340,2019-05-24,https://www.ted.com/talks/jarrell_daniels_what_prosecutors_and_incarcerated_people_can_learn_from_each_other,Jarrell Daniels,"['criminal justice', 'crime', 'education', 'social change', 'law', 'society', 'community', 'race', 'justice system']",12:04,What prosecutors and incarcerated people can learn from each other,1974260
1341,2019-10-23,https://www.ted.com/talks/abhishek_gopalka_how_motivation_can_fix_public_systems,Abhishek Gopalka,"['india', 'health', 'health care', 'business', 'medicine', 'motivation', 'public health']",14:07,How motivation can fix public systems,1972609
1342,,https://www.ted.com/talks/anne_curzan_what_makes_a_word_real,Anne Curzan,[],17:13,"What makes a word ""real""?",
1343,2018-08-30,https://www.ted.com/talks/alexandra_sacks_a_new_way_to_think_about_the_transition_to_motherhood,Alexandra Sacks,"['children', 'biology', 'health', 'parenting', 'humanity', 'women', 'science', 'psychology', 'pregnancy', 'mental health', 'TED Residency']", 6:16,A new way to think about the transition to motherhood,1972203
1344,2020-03-02,https://www.ted.com/talks/renee_lertzman_how_to_turn_climate_anxiety_into_action,Renée Lertzman,"['climate change', 'society', 'culture', 'psychology', 'empathy', 'humanity', 'health care', 'mental health', 'personal growth', 'emotions', 'compassion', 'environment']",13:57,How to turn climate anxiety into action,1972017
1345,2019-12-10,https://www.ted.com/talks/edward_tenner_the_paradox_of_efficiency,Edward Tenner,"['invention', 'technology', 'history', 'productivity', 'work', 'culture', 'society', 'manufacturing']",13:53,The paradox of efficiency,1970535
1346,,https://www.ted.com/talks/rose_m_mutiso_how_to_bring_affordable_sustainable_electricity_to_africa,Rose M. Mutiso,[],13:00,"How to bring affordable, sustainable electricity to Africa",
1347,2019-01-29,https://www.ted.com/talks/sean_davis_can_we_solve_global_warming_lessons_from_how_we_protected_the_ozone_layer,Sean Davis,"['environment', 'science', 'nature', 'climate change', 'biosphere', 'social change', 'sustainability', 'society', 'policy', 'government', 'pollution', 'TEDx']", 9:50,Can we solve global warming? Lessons from how we protected the ozone layer,1968916
1348,2020-01-02,https://www.ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women,Pat Mitchell,"['women', 'women in business', 'community', 'activism', 'culture', 'feminism', 'human rights', 'gender equality', 'inclusion', 'inequality', 'life', 'leadership']",17:14,Dangerous times call for dangerous women,1968784
1349,2017-10-11,https://www.ted.com/talks/david_lee_why_jobs_of_the_future_won_t_feel_like_work,David Lee,"['business', 'creativity', 'innovation', 'robots', 'future', 'technology', 'work']",10:06,Why jobs of the future won't feel like work,1968700
1350,2019-03-29,https://www.ted.com/talks/chuck_murry_can_we_regenerate_heart_muscle_with_stem_cells,Chuck Murry,"['heart health', 'human body', 'humanity', 'biology', 'health', 'medical research', 'medicine', 'technology', 'TEDx']",14:35,Can we regenerate heart muscle with stem cells?,1968343
1351,2009-09-29,https://www.ted.com/talks/tim_brown_designers_think_big,Tim Brown,"['art', 'business', 'design', 'green', 'history', 'product design', 'graphic design']",16:50,Designers — think big!,1967188
1352,2009-03-18,https://www.ted.com/talks/adam_savage_my_obsession_with_objects_and_the_stories_they_tell,Adam Savage,"['animals', 'art', 'birds', 'creativity', 'entertainment', 'exploration', 'film', 'technology', 'Best of the Web']",15:38,My obsession with objects and the stories they tell,1964080
1353,2018-06-01,https://www.ted.com/talks/aaswath_raman_how_we_can_turn_the_cold_of_outer_space_into_a_renewable_resource,Aaswath Raman,"['science', 'technology', 'climate change', 'universe', 'sustainability', 'energy', 'electricity', 'physics']",13:27,How we can turn the cold of outer space into a renewable resource,1963596
1354,2007-09-25,https://www.ted.com/talks/stephen_petranek_10_ways_the_world_could_end,Stephen Petranek,"['climate change', 'future', 'global issues', 'humanity', 'space', 'technology', 'solar system', 'science', 'asteroid']",29:42,10 ways the world could end,1962127
1355,2018-12-20,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_troll_s_paradox_riddle,Daniel Finkel,"['TED-Ed', 'math', 'animation']", 3:00,Can you solve the troll's paradox riddle?,1960717
1356,2009-06-16,https://www.ted.com/talks/clay_shirky_how_social_media_can_make_history,Clay Shirky,"['communication', 'culture', 'global issues', 'politics', 'social change', 'social media', 'technology']",15:48,How social media can make history,1960425
1357,2015-08-18,https://www.ted.com/talks/manuel_lima_a_visual_history_of_human_knowledge,Manuel Lima,"['art', 'data', 'design', 'visualizations']",12:49,A visual history of human knowledge,1959537
1358,2020-03-12,https://www.ted.com/talks/elizabeth_stordeur_pryor_why_it_s_so_hard_to_talk_about_the_n_word,Elizabeth Stordeur Pryor,"['education', 'race', 'history', 'society', 'TEDx', 'culture', 'communication', 'storytelling']",19:21,Why it's so hard to talk about the N-word,1959345
1359,2019-04-05,https://www.ted.com/talks/rosalind_picard_an_ai_smartwatch_that_detects_seizures,Rosalind Picard,"['TEDx', 'medical research', 'AI', 'innovation', 'science', 'health', 'technology', 'health care']",15:54,An AI smartwatch that detects seizures,1959223
1360,2014-09-17,https://www.ted.com/talks/mac_barnett_why_a_good_book_is_a_secret_door,Mac Barnett,"['books', 'children', 'creativity', 'science fiction']",16:59,Why a good book is a secret door,1958667
1361,2016-01-15,https://www.ted.com/talks/jill_heinerth_the_mysterious_world_of_underwater_caves,Jill Heinerth,"['TEDYouth', 'adventure', 'climate change', 'curiosity', 'environment', 'robots', 'exploration', 'nature', 'science', 'technology', 'water', 'plants', 'green', 'ecology', 'sustainability']", 6:49,The mysterious world of underwater caves,1958314
1362,2010-01-05,https://www.ted.com/talks/nick_veasey_exposing_the_invisible,Nick Veasey,"['art', 'nature', 'photography', 'science']",13:18,Exposing the invisible,1957991
1363,2019-11-07,https://www.ted.com/talks/eli_pariser_what_obligation_do_social_media_platforms_have_to_the_greater_good,Eli Pariser,"['social media', 'media', 'urban planning', 'Internet', 'community', 'cities', 'public spaces', 'web', 'urban']",17:06, What obligation do social media platforms have to the greater good?,1957091
1364,2009-02-12,https://www.ted.com/talks/david_merrill_toy_tiles_that_talk_to_each_other,David Merrill,"['art', 'business', 'children', 'computers', 'design', 'education', 'invention', 'music', 'technology', 'toy']", 7:09,Toy tiles that talk to each other,1956976
1365,2020-02-25,https://www.ted.com/talks/fang_ruan_management_lessons_from_chinese_business_and_philosophy,Fang Ruan,"['business', 'leadership', 'culture', 'Asia', 'decision-making', 'china', 'work', 'philosophy']",10:50,Management lessons from Chinese business and philosophy,1956437
1366,2019-04-16,https://www.ted.com/talks/harald_eia_where_in_the_world_is_it_easiest_to_get_rich,Harald Eia,"['global issues', 'capitalism', 'global development', 'economics', 'government']",15:42,Where in the world is it easiest to get rich?,1956224
1367,2006-06-27,https://www.ted.com/talks/david_pogue_simplicity_sells,David Pogue,"['computers', 'entertainment', 'interface design', 'media', 'music', 'performance', 'simplicity', 'software', 'technology']",21:26,Simplicity sells,1956159
1368,2015-06-02,https://www.ted.com/talks/laura_schulz_the_surprisingly_logical_minds_of_babies,Laura Schulz,"['brain', 'children', 'cognitive science', 'mind', 'science', 'youth', 'physiology', 'behavioral economics', 'education', 'data']",20:18,The surprisingly logical minds of babies,1956051
1369,2013-06-13,https://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot,Daniel Suarez,"['drones', 'entertainment', 'robots', 'technology', 'war', 'writing']",13:20,The kill decision shouldn't belong to a robot,1954761
1370,2018-11-06,https://www.ted.com/talks/ozlem_cekic_why_i_have_coffee_with_people_who_send_me_hate_mail,Özlem Cekic,"['communication', 'social change', 'personal growth', 'society', 'identity', 'race', 'humanity', 'politics', 'culture']",15:21,Why I have coffee with people who send me hate mail,1954640
1371,2019-10-09,https://www.ted.com/talks/juan_enriquez_a_personal_plea_for_humanity_at_the_us_mexico_border,Juan Enriquez,"['refugees', 'society', 'community', 'immigration', 'social change', 'United States', 'policy', 'history', 'humanity']",10:15,A personal plea for humanity at the US-Mexico border,1954166
1372,2018-10-31,https://www.ted.com/talks/finn_lutzow_holm_myrstad_how_tech_companies_deceive_you_into_giving_up_your_data_and_privacy,Finn Lützow-Holm Myrstad,"['Internet', 'business', 'algorithm', 'data', 'consumerism', 'government', 'economics', 'social media', 'society', 'technology']",12:12,How tech companies deceive you into giving up your data and privacy,1953127
1373,2020-02-28,https://www.ted.com/talks/bettina_bair_inside_your_computer,Bettina Bair,"['technology', 'computers', 'TED-Ed', 'education', 'animation', 'software', 'programming']", 3:56,Inside your computer,1951751
1374,2010-01-21,https://www.ted.com/talks/anthony_atala_growing_new_organs,Anthony Atala,"['biology', 'health', 'medicine', 'science', 'technology']",17:52,Growing new organs,1949711
1375,2015-04-07,https://www.ted.com/talks/eduardo_saenz_de_cabezon_math_is_forever,Eduardo Sáenz de Cabezón,"['TEDx', 'humor', 'math', 'TED en Español', 'science']", 9:41,Math is forever,1949089
1376,2019-06-14,https://www.ted.com/talks/michael_tubbs_the_political_power_of_being_a_good_neighbor,Michael Tubbs,"['politics', 'activism', 'social change', 'government', 'society', 'community', 'history', 'leadership', 'inequality', 'poverty', 'United States']",17:25,The political power of being a good neighbor,1949014
1377,2018-04-13,https://www.ted.com/talks/t_morgan_dixon_and_vanessa_garrison_the_most_powerful_woman_you_ve_never_heard_of,T. Morgan Dixon and Vanessa Garrison,"['activism', 'social change', 'history', 'women', 'inequality', 'community', 'race', 'gender', 'health', 'gender equality', 'society', 'Audacious Project']",13:17,The most powerful woman you've never heard of,1948063
1378,2007-10-03,https://www.ted.com/talks/kenichi_ebina_my_magic_moves,Kenichi Ebina,"['culture', 'dance', 'entertainment', 'performance']", 3:32,My magic moves,1947422
1379,2018-07-09,https://www.ted.com/talks/rebecca_tarvin_why_don_t_poisonous_animals_poison_themselves,Rebecca Tarvin,"['TED-Ed', 'animals', 'biodiversity', 'biology', 'evolution', 'nature']", 5:15,Why don't poisonous animals poison themselves?,1945754
1380,2007-04-06,https://www.ted.com/talks/william_mcdonough_cradle_to_cradle_design,William McDonough,"['architecture', 'business', 'china', 'cities', 'culture', 'design', 'environment', 'global issues', 'sustainability', 'technology']",20:05,Cradle to cradle design,1945657
1381,2019-10-23,https://www.ted.com/talks/jon_m_chu_the_pride_and_power_of_representation_in_film,Jon M. Chu,"['film', 'family', 'movies', 'love', 'culture', 'art', 'storytelling']",14:21,The pride and power of representation in film,1944544
1382,2011-01-11,https://www.ted.com/talks/amber_case_we_are_all_cyborgs_now,Amber Case,"['anthropology', 'computers', 'culture', 'future', 'technology']", 7:53,We are all cyborgs now,1943475
1383,2011-06-11,https://www.ted.com/talks/jd_schramm_break_the_silence_for_suicide_attempt_survivors,JD Schramm,"['communication', 'culture', 'depression', 'mental health', 'storytelling', 'suicide']", 4:14,Break the silence for suicide attempt survivors,1940092
1384,2013-03-14,https://www.ted.com/talks/bono_the_good_news_on_poverty_yes_there_s_good_news,Bono,"['activism', 'global issues', 'inequality', 'poverty']",13:57,"The good news on poverty (Yes, there's good news)",1938016
1385,2010-04-27,https://www.ted.com/talks/stephen_wolfram_computing_a_theory_of_all_knowledge,Stephen Wolfram,"['String theory', 'biology', 'complexity', 'computers', 'math', 'physics', 'science', 'simplicity']",19:58,Computing a theory of all knowledge,1937596
1386,2016-08-12,https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life,Dave Brain,"['cosmos', 'discovery', 'extraterrestrial life', 'data', 'future', 'Mars', 'microbes', 'exploration', 'science', 'TEDx', 'water', 'universe', 'Planets', 'astrobiology']",13:42,What a planet needs to sustain life,1937516
1387,2019-02-15,https://www.ted.com/talks/alexandra_horowitz_how_do_dogs_see_with_their_noses,Alexandra Horowitz,"['anthropology', 'consciousness', 'psychology', 'animation', 'TED-Ed', 'smell', 'animals', 'biology', 'science']", 4:12,"How do dogs ""see"" with their noses?",1936228
1388,2020-02-28,https://www.ted.com/talks/james_earle_da_vinci_s_vitruvian_man_of_math,James Earle,"['TED-Ed', 'animation', 'math', 'education', 'art', 'history', 'world cultures', 'culture', 'religion', 'philosophy', 'painting']", 3:06,Da Vinci's Vitruvian Man of math,1936065
1389,2013-02-19,https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money,Keith Chen,"['behavioral economics', 'business', 'data', 'economics', 'language']",12:13,Could your language affect your ability to save money?,1934198
1390,2015-03-12,https://www.ted.com/talks/shimpei_takahashi_play_this_word_game_to_come_up_with_original_ideas,Shimpei Takahashi,"['TEDx', 'creativity', 'design', 'gaming', 'toy']", 5:40,Play this word game to come up with original ideas,1933506
1391,2014-11-18,https://www.ted.com/talks/will_marshall_tiny_satellites_show_us_the_earth_as_it_changes_in_near_real_time,Will Marshall,"['astronomy', 'space', 'technology']", 8:01,Tiny satellites show us the Earth as it changes in near-real-time,1933122
1392,2020-03-26,https://www.ted.com/talks/anees_bahji_what_is_schizophrenia,Anees Bahji,"['TED-Ed', 'education', 'animation', 'brain', 'human body', 'mental health', 'emotions', 'illness', 'disease', 'stigma', 'medicine']", 5:16,What is schizophrenia?,1931997
1393,2015-10-28,https://www.ted.com/talks/christine_sun_kim_the_enchanting_music_of_sign_language,Christine Sun Kim,"['art', 'composing', 'communication', 'sound', 'language', 'TED Fellows', 'music']",15:17,The enchanting music of sign language,1931391
1394,2019-10-22,https://www.ted.com/talks/becca_mccharen_tran_fashion_that_celebrates_all_body_types_boldly_and_unapologetically,Becca McCharen-Tran,"['fashion', 'design', 'social change', 'art', 'gender', 'inclusion', 'human body', 'identity']", 8:29,Fashion that celebrates all body types — boldly and unapologetically,1931121
1395,2008-10-28,https://www.ted.com/talks/rives_a_story_of_mixed_emoticons,Rives,"['design', 'entertainment', 'humor', 'love', 'media', 'poetry', 'storytelling']", 3:17,A story of mixed emoticons,1929904
1396,2015-10-13,https://www.ted.com/talks/vijay_kumar_the_future_of_flying_robots,Vijay Kumar,"['TEDx', 'agriculture', 'computers', 'design', 'engineering', 'robots', 'science', 'technology', 'biomimicry', 'drones', 'machine learning', 'flight', 'demo', 'insects', 'innovation', 'bees', 'farming', 'garden', 'plants']",13:09,The future of flying robots,1929715
1397,2020-05-08,https://www.ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response,Huang Hung,"['coronavirus', 'china', 'virus', 'Asia', 'culture', 'government', 'society', 'United States', 'pandemic']",11:44,How American and Chinese values shaped the coronavirus response,1929478
1398,2020-04-07,https://www.ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy,Danielle Allen,"['coronavirus', 'pandemic', 'virus', 'software', 'TED Connects', 'democracy', 'community', 'data', 'government', 'human rights', 'society', 'technology', 'economics']",50:07,An ethical plan for ending the pandemic and restarting the economy,1928474
1399,2009-05-15,https://www.ted.com/talks/naturally_7_a_full_band_beatbox,Naturally 7,"['entertainment', 'innovation', 'music', 'performance', 'singer', 'live music']", 3:56,A full-band beatbox,1928039
1400,2007-10-09,https://www.ted.com/talks/richard_branson_life_at_30_000_feet,Richard Branson,"['aircraft', 'business', 'entertainment', 'entrepreneur', 'global issues', 'interview', 'music', 'space', 'technology']",29:51,"Life at 30,000 feet",1926122
1401,2011-04-12,https://www.ted.com/talks/dave_meslin_the_antidote_to_apathy,Dave Meslin,"['TEDx', 'collaboration', 'community', 'culture', 'global issues', 'politics']", 7:05,The antidote to apathy,1925438
1402,2015-09-15,https://www.ted.com/talks/mia_birdsong_the_story_we_tell_about_poverty_isn_t_true,Mia Birdsong,"['activism', 'community', 'economics', 'inequality', 'poverty']",15:16,The story we tell about poverty isn't true,1925013
1403,2019-09-11,https://www.ted.com/talks/danielle_citron_how_deepfakes_undermine_truth_and_threaten_democracy,Danielle Citron,"['Internet', 'media', 'social media', 'machine learning', 'computers', 'AI', 'democracy', 'privacy', 'technology', 'humanity']",13:16,How deepfakes undermine truth and threaten democracy,1924649
1404,2015-04-20,https://www.ted.com/talks/gary_haugen_the_hidden_reason_for_poverty_the_world_needs_to_address_now,Gary Haugen,"['inequality', 'poverty', 'violence', 'justice system']",22:08,The hidden reason for poverty the world needs to address now,1921460
1405,2016-06-17,https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction,Tristan Harris,"['choice', 'communication', 'design', 'interface design', 'future', 'innovation', 'potential', 'motivation', 'product design', 'social media', 'technology', 'web', 'Internet']",14:55,How better tech could protect us from distraction,1920603
1406,2019-07-18,https://www.ted.com/talks/elizabeth_howell_how_we_can_improve_maternal_healthcare_before_during_and_after_pregnancy,Elizabeth Howell,"['health care', 'women', 'biology', 'pregnancy', 'health', 'family', 'inequality', 'parenting', 'race', 'United States', 'children', 'TEDMED']",15:17,"How we can improve maternal healthcare — before, during and after pregnancy",1919892
1407,2020-02-26,https://www.ted.com/talks/wanjira_mathai_3_ways_to_uproot_a_culture_of_corruption,Wanjira Mathai,"['activism', 'Africa', 'corruption', 'society', 'politics', 'social change', 'government', 'policy']",10:47,3 ways to uproot a culture of corruption,1919158
1408,2019-04-12,https://www.ted.com/talks/rana_abdelhamid_3_lessons_on_starting_a_movement_from_a_self_defense_trailblazer,Rana Abdelhamid,"['social change', 'community', 'activism', 'gender equality', 'society', 'identity', 'women']",11:11,3 lessons on starting a movement from a self-defense trailblazer,1918497
1409,2019-01-16,https://www.ted.com/talks/katharine_wilkinson_how_empowering_women_and_girls_can_help_stop_global_warming,Katharine Wilkinson,"['climate change', 'biosphere', 'nature', 'women', 'education', 'science', 'sustainability', 'policy', 'farming', 'communication']",13:48,How empowering women and girls can help stop global warming,1918271
1410,2019-09-25,https://www.ted.com/talks/yaniv_erlich_how_we_re_building_the_world_s_largest_family_tree,Yaniv Erlich,"['science', 'DNA', 'humanity', 'data', 'family', 'history', 'genetics', 'TEDMED']",11:22,How we're building the world's largest family tree,1918180
1411,2018-01-18,https://www.ted.com/talks/anna_rosling_ronnlund_see_how_the_rest_of_the_world_lives_organized_by_income,Anna Rosling Rönnlund,"['data', 'global issues', 'humanity', 'visualizations', 'photography', 'society']",11:41,"See how the rest of the world lives, organized by income",1917067
1412,2013-10-03,https://www.ted.com/talks/fabian_oefner_psychedelic_science,Fabian Oefner,"['photography', 'science', 'science and art', 'microbiology', 'nanoscale', 'physics', 'creativity', 'sound', 'demo', 'film', 'beauty', 'art']",12:05,Psychedelic science,1916721
1413,2020-01-14,https://www.ted.com/talks/david_j_bier_how_guest_worker_visas_could_transform_the_us_immigration_system,David J. Bier,"['law', 'policy', 'immigration', 'United States', 'social change', 'government', 'history']",10:56,How guest worker visas could transform the US immigration system,1916341
1414,2019-01-28,https://www.ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle,Daniel Finkel,"['math', 'TED-Ed', 'animation']", 3:32,Can you solve the vampire hunter riddle?,1916217
1415,2017-01-18,https://www.ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control,Ashley Judd,"['activism', 'bullying', 'communication', 'computers', 'feminism', 'gender', 'gender equality', 'global issues', 'policy', 'potential', 'social media', 'society', 'women', 'writing', 'Internet', 'sexual violence']",16:10,How online abuse of women has spiraled out of control,1916015
1416,2019-11-19,https://www.ted.com/talks/emma_belcher_3_questions_we_should_ask_about_nuclear_weapons,Emma Belcher,"['nuclear weapons', 'policy', 'Debate', 'democracy', 'humanity', 'global issues']",13:02,3 questions we should ask about nuclear weapons,1915973
1417,2015-05-04,https://www.ted.com/talks/pamela_ronald_the_case_for_engineering_our_food,Pamela Ronald,"['agriculture', 'food', 'global issues', 'sustainability']",17:49,The case for engineering our food,1915722
1418,2020-07-06,https://www.ted.com/talks/dan_finkel_can_you_solve_the_ragnarok_riddle,Dan Finkel,"['TED-Ed', 'education', 'math', 'animation']", 4:34,Can you solve the Ragnarok riddle?,1914773
1419,2016-04-29,https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being,Riccardo Sabatini,"['biology', 'choice', 'complexity', 'biotech', 'DNA', 'genetics', 'disease', 'future', 'humanity', 'health', 'medical research', 'identity', 'medicine', 'nature', 'potential', 'science', 'technology', 'machine learning']",15:28,How to read the genome and build a human being,1914133
